
значение показателя за год
;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;
Число семей, получивших жилые помещения и улучшивших жилищные условия в отчетном году (с 2008 г.), единица;;;;;;;0;0;;;1;0;;;;;
Число семей, состоящих на учете в качестве нуждающихся в жилых помещениях на конец года (с 2008 г.), единица;;;;;;;1;1;;;1;1;;;;;
Носим (до 1 января 2018г);;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Число семей, получивших жилые помещения и улучшивших жилищные условия в отчетном году (с 2008 г.), единица;;;1;;;1;;;1;0;;;;;;;
Число семей, состоящих на учете в качестве нуждающихся в жилых помещениях на конец года (с 2008 г.), единица;;;1;1;;6;;;1;1;;;;;;;
Пожег;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Число семей, получивших жилые помещения и улучшивших жилищные условия в отчетном году (с 2008 г.), единица;;;;1;2;1;1;2;1;1;1;0;;;1;;
Число семей, состоящих на учете в качестве нуждающихся в жилых помещениях на конец года (с 2008 г.), единица;;;18;14;12;11;11;9;8;5;3;2;;;1;1;
Помоздино;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Число семей, получивших жилые помещения и улучшивших жилищные условия в отчетном году (с 2008 г.), единица;;;;3;;;0;0;0;0;0;2;;;1;;
Число семей, состоящих на учете в качестве нуждающихся в жилых помещениях на конец года (с 2008 г.), единица;;;23;20;20;18;4;2;2;1;1;0;;;;;
Зимстан;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Число семей, получивших жилые помещения и улучшивших жилищные условия в отчетном году (с 2008 г.), единица;;;2;1;;;6;2;2;5;4;0;;;1;;
Число семей, состоящих на учете в качестве нуждающихся в жилых помещениях на конец года (с 2008 г.), единица;;;8;14;;5;2;8;7;12;4;5;;;;1;
Руч;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Число семей, получивших жилые помещения и улучшивших жилищные условия в отчетном году (с 2008 г.), единица;;;;2;;;0;;;;;;;;;;
Число семей, состоящих на учете в качестве нуждающихся в жилых помещениях на конец года (с 2008 г.), единица;;;9;7;3;2;1;;;;;;;;;;
Тимшер;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Число семей, получивших жилые помещения и улучшивших жилищные условия в отчетном году (с 2008 г.), единица;;;;;;7;0;0;1;;0;0;;;;;
Число семей, состоящих на учете в качестве нуждающихся в жилых помещениях на конец года (с 2008 г.), единица;;;9;9;9;10;12;8;3;;1;0;;;;;
Усть-Кулом;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Число семей, получивших жилые помещения и улучшивших жилищные условия в отчетном году (с 2008 г.), единица;12;16;;3;4;7;20;5;1;1;14;0;;;15;;
Число семей, состоящих на учете в качестве нуждающихся в жилых помещениях на конец года (с 2008 г.), единица;659;647;278;279;284;287;288;292;287;14;195;15;;;356;;
Усть-Нем;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Число семей, получивших жилые помещения и улучшивших жилищные условия в отчетном году (с 2008 г.), единица;;;;;;;0;0;0;0;0;0;;;;;
Число семей, состоящих на учете в качестве нуждающихся в жилых помещениях на конец года (с 2008 г.), единица;;;18;18;8;12;11;7;7;7;7;7;;;5;;
Югыдъяг;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Число семей, получивших жилые помещения и улучшивших жилищные условия в отчетном году (с 2008 г.), единица;;;;;;;0;1;2;0;2;0;;;2;3;
Число семей, состоящих на учете в качестве нуждающихся в жилых помещениях на конец года (с 2008 г.), единица;;;8;8;;5;8;9;6;6;6;12;;;3;3;
Муниципальный район Усть-Цилемский;;;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;;;
Муниципальный район Усть-Цилемский;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Число семей, получивших жилые помещения и улучшивших жилищные условия в отчетном году (с 2008 г.), единица;118;34;40;40;40;46;58;27;33;34;23;15;17;10;30;5;
Число семей, состоящих на учете в качестве нуждающихся в жилых помещениях на конец года (с 2008 г.), единица;287;48;60;215;270;254;259;284;292;91;332;104;281;269;220;166;
Сельское поселение;;;;;;;;;;;;;;;;;;;;
Сельские поселения Усть-Цилемского района;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Число семей, получивших жилые помещения и улучшивших жилищные условия в отчетном году (с 2008 г.), единица;118;34;40;40;40;46;58;27;33;18;23;15;17;10;30;5;
Число семей, состоящих на учете в качестве нуждающихся в жилых помещениях на конец года (с 2008 г.), единица;287;48;60;215;270;254;259;284;292;17;332;104;281;269;220;166;
Среднее Бугаево;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Число семей, получивших жилые помещения и улучшивших жилищные условия в отчетном году (с 2008 г.), единица;;;;;;;0;0;0;1;0;0;;;;;
Число семей, состоящих на учете в качестве нуждающихся в жилых помещениях на конец года (с 2008 г.), единица;7;7;11;10;10;6;5;4;2;1;1;1;;;1;;
Ёрмица;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Число семей, получивших жилые помещения и улучшивших жилищные условия в отчетном году (с 2008 г.), единица;;1;5;;1;2;;;;;0;0;;;;;
Число семей, состоящих на учете в качестве нуждающихся в жилых помещениях на конец года (с 2008 г.), единица;8;8;11;9;5;3;;;;;2;2;;;;;
Коровий Ручей;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Число семей, получивших жилые помещения и улучшивших жилищные условия в отчетном году (с 2008 г.), единица;;1;;1;1;;0;0;0;1;0;2;;;;;
Число семей, состоящих на учете в качестве нуждающихся в жилых помещениях на конец года (с 2008 г.), единица;14;7;10;14;10;10;7;7;7;5;5;6;;;;;
Нерица;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Число семей, получивших жилые помещения и улучшивших жилищные условия в отчетном году (с 2008 г.), единица;;;;;;;;;;;;0;;;;;
Число семей, состоящих на учете в качестве нуждающихся в жилых помещениях на конец года (с 2008 г.), единица;;;;;;;;;;;;0;;;;;
Новый Бор;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Число семей, получивших жилые помещения и улучшивших жилищные условия в отчетном году (с 2008 г.), единица;16;14;12;12;7;9;2;4;14;15;1;1;;;;;
