
значение показателя за год
;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;11;55;28;28;28;;;;;13,4;14,5;19;19;19;19;19;21,2;
Подъельск;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;12;12;12;12;16,88;;;;22,2;22,38;25,2;25,2;25,2;25,2;25,2;25,2;13,8;
Подтыбок;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;11,2;44;44;44;9,78;;;;;;11;11;11;11;11;11;13,4;
Позтыкерес;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;19,16;5,74;5,74;5,95;6,26;;;;;6,26;6,2;6,2;4,6;4,6;4,6;4,6;2,8;
Приозёрный;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;10,3;10,3;10,39;10,39;10,39;;;;;12,29;;10,2;4,8;6;6;6;4,8;
Сторожевск;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;16,45;16,45;16,45;16,45;16,45;;;;;;27,1;15,8;15,8;15,8;15,8;15,8;15,9;
Усть-Лэкчим;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;7,6;7,6;7,6;7,6;7,6;;;;;4,6;4,6;4,6;4,6;4,6;4,6;4,6;2,9;
Муниципальный район Печора;;;;;;;;;;;;;;;;;;;
Муниципальный район Печора;;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;313,6;313,6;224,2;224,28;228,78;;;;111,1;111,1;142,9;212,5;222,4;222,4;222,4;222,4;228;
Печора;;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;47,5;47,5;92;92;92;;;;92;92;92;92;92;92;92;92;92;
Изъяю (до 1 января 2013 года);;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;14,6;14,6;14,6;;;;;;;;;;;;;
Кожва;;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;109;109;22;22;22;;;;;;;44,6;44,6;44,6;44,6;44,6;44,6;
Путеец;;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;6,7;6,7;6,7;6,7;6,7;;;;;10,15;10,2;10,2;10,2;10,2;10,2;10,2;10,2;
Берёзовка (до 1 января 2013 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;15;15;15;;;;;;;;;;;;;;;
Зеленоборск (до 1 января 2013 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;4,5;;;;;;;;;;;;;
Каджером;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;84;84;19,8;19,8;19,8;;;;;;;40,4;40,4;40,4;40,4;40,4;40,4;
Кедровый Шор (до 1 января 2013 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;8;8;7,7;7,7;7,7;;;;;;;;;;;;;
Косью (до 1 января 2013 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;1,5;1,5;1,5;;;;;;;;;;;;;
Красный Яг (до 1 января 2013 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;9;9;9;9;9;;;;;;;;;;;;;
Озёрный;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;3;3;3;3;3;;;;14;12,2;12,2;12,2;12,2;12,2;12,2;12,2;12,2;
Приуральское;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;15;15;15;15;15;;;;12,5;;;;9,9;9,9;9,9;9,9;15,5;
Соколово (до 1 января 2013 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;10,6;10,6;10,6;10,6;10,6;;;;;;;;;;;;;
Сыня (до 1 января 2013 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;0,3;0,3;1,8;1,8;1,8;;;;;;;;;;;;;
Чикшино;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;5,5;5,5;5,5;20,58;20,58;;;;;13,1;13,1;13,1;13,1;13,1;13,1;13,1;13,1;
Муниципальный район Прилузский;;;;;;;;;;;;;;;;;;;
Муниципальный район Прилузский;;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;636,3;626,9;828,9;627,9;614,23;;;;325,77;318,63;348,8;349,1;349,6;349,3;349,5;349,5;359,7;
Ваймес (до  1 января 2017г);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;17,7;4,3;4,3;4,3;4,3;;;;4,93;4,93;;;;;;;;
Верхолузье (до 1 января 2017г);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;17;21;21;21;21;;;;21,28;21,28;;;;;;;;
Вухтым;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;15,5;15,5;15,5;15,5;15,5;;;;12,83;12,83;12,8;12,8;12,8;12,8;12,8;12,8;12,8;
Гурьевка;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;14,9;14,9;14,9;14,9;14,9;;;;35,32;35,32;35,3;35,3;35,3;35,3;35,3;35,3;35,3;
Занулье;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;3;3;3;3;3;;;;3;3;3;3;3;3;3;3;3;
Летка;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;34;34;34;34;34;;;;56;54,4;56,8;56,8;56,8;56,8;56,8;56,8;56,7;
Лойма;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;85;85;85;85;85;;;;25;25;25;25;25;25;25;25;33,9;
Мутница;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;60;60;60;60;60;;;;8;8;8;8;8;8;8;8;9,3;
Ношуль;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;51;51;51;51;51;;;;23,92;17,86;44,1;44,1;44,1;44,1;44,1;44,1;44,1;
Объячево;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;120;120;122;122;107,33;;;;47,54;48,1;83,5;83,5;84;100;100,2;100,2;100,2;
Прокопьевка;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;5,2;5,2;5,2;5,2;5,2;;;;8;8;8;8;8;8;8;8;8;
Слудка.;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;21;21;21;21;21;;;;14,1;14,1;11,1;11,4;11,4;11,1;11,1;11,1;11,1;
Спаспоруб;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;96;96;96;95;96;;;;22;22;22;22;22;22;22;22;22;
Черёмуховка;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;24,6;24,6;24,6;24,6;24,6;;;;22,85;22,85;23,2;23,2;23,2;23,2;23,2;23,2;23,2;
Чёрныш (до 1 января 2021 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;27;27;27;27;27;;;;16;16;16;16;16;;;;;
Читаево (до 1 января 2017г);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;44,4;44,4;44,4;44,4;44,4;;;;5;5;;;;;;;;
Муниципальный район Сосногорск;;;;;;;;;;;;;;;;;;;
Муниципальный район Сосногорск;;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;132,5;132,5;132,5;134,8;134,15;;;;167,58;170,48;170,5;168,5;170,5;168,5;172,3;172,3;141,5;
Сосногорск;;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;50;50;50;52,3;52,3;;;;141,96;142,16;142,2;141,2;143,18;141,2;145;145;114,2;
Войвож;;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;10;10;10;10;10;;;;12,32;12,32;12,3;11,3;11,3;11,3;11,3;11,3;11,3;
Нижний Одес;;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;16;16;16;16;16;;;;13,3;16;16;16;16;16;16;16;16;
Верхнеижемский  (до 1 янвря 2013 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;7,2;7,2;7,2;7,2;7,2;;;;;;;;;;;;;
Вис  (до 1 янвря 2013 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;15;15;15;15;15;;;;;;;;;;;;;
Ираёль  (до 1 янвря 2013 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;6,2;6,2;6,2;6,2;7,35;;;;;;;;;;;;;
Керки  (до 1 янвря 2013 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;6;6;6;6;4,2;;;;;;;;;;;;;
Малая Пера  (до 1 янвря 2013 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;8;8;8;8;8;;;;;;;;;;;;;
Поляна  (до 1 янвря 2013 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;6,6;6,6;6,6;6,6;6,6;;;;;;;;;;;;;
Усть-Ухта  (до 1 янвря 2013 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;7,5;7,5;7,5;7,5;7,5;;;;;;;;;;;;;
Муниципальный район Сыктывдинский;;;;;;;;;;;;;;;;;;;
Муниципальный район Сыктывдинский;;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;267,77;276,02;278,07;338,66;341,66;;;;49,69;257,24;311,6;317,8;317,8;312,5;317,8;347;385,1;
Выльгорт;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;29,07;29,07;29,07;65;65;;;;;62,84;62,8;69,3;52,1;58,4;58,4;74,5;81,6;
Зеленец;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;20,3;20,3;21,85;21,53;21,53;;;;;29,32;25,2;25;28,3;28,3;28,3;28,3;46;
Лэзым;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;14,2;14,2;14,2;14,2;14,2;;;;20,4;23,6;23,6;23,6;23,6;23,6;23,6;23,6;24,1;
Мандач;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;6;6;6;6;9;;;;8,5;;8,5;8,5;8,5;8,5;8,5;8,5;8,5;
Нювчим;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;18;18;18;18;18;;;;;2,5;2,5;2,5;2,5;2,5;2,5;15,7;15,7;
Озёл;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;8,5;8,5;8,5;8,5;8,5;;;;;;3;3;3;5,3;5,3;5,3;8,5;
Пажга;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;35;35;35;61,38;61,38;;;;;65,4;65,4;65,4;65,4;65,4;65,4;65,4;60,4;
Палевицы;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;25;25;25;25;25;;;;;;26,3;26,3;26,3;26,3;26,3;26,3;26,3;
Слудка;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;11;14,9;14,9;13,5;13,5;;;;;;19,2;;19,2;19,2;19,2;19,2;19,2;
Часово;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;31;31;31,5;31,5;31,5;;;;;22,3;22,3;22,3;22,3;22,3;22,3;22,3;22,3;
Шошка;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;15;15;15;15;15;;;;20,79;20,79;20,8;20,8;20,8;20,8;20,8;26;26,1;
Ыб;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;40,7;40,7;40,7;40,7;40,7;;;;;15;15;15;15;15;15;15;15;
Яснэг;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;14;18,35;18,35;18,35;18,35;;;;;15,49;16,9;16,9;16,9;16,9;16,9;16,9;16,9;
Муниципальный район Сысольский;;;;;;;;;;;;;;;;;;;
Муниципальный район Сысольский;;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;176,7;176,7;176,7;176,7;189,84;;;;182;220;220;220;228;228;228,3;228,3;233,9;
Визинга;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;42,5;42,5;42,5;42,5;49;;;;;53,7;53,7;53,7;61,7;61,7;61,7;61,7;66,6;
Визиндор;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;15;15;15;15;16,64;;;;13,7;17,8;17,8;17,8;17,8;17,8;17,8;17,8;17,3;
Вотча;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;8;8;8;8;8;;;;4,7;8,6;8,6;8,6;8,6;8,6;8,6;8,6;8,6;
Гагшор;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;7,7;7,7;7,7;7,7;7,7;;;;7,8;8,5;8,5;8,5;8,5;8,5;8,5;8,5;8,5;
Заозерье;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;16;16;16;16;16;;;;10,3;19,2;19,2;19,2;19,2;19,2;19,2;19,2;19,2;
Куниб;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;11;11;11;11;11;;;;14,5;18,5;18,5;18,5;18,5;18,5;18,8;18,8;18,8;
Куратово;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;33;33;33;33;33;;;;13,8;43,63;43,6;43,6;43,6;43,6;43,6;43,6;43,6;
Межадор;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;4,2;4,2;4,2;4,2;10;;;;6,2;10,5;10,5;10,5;10,5;10,5;10,5;10,5;11,2;
Палауз;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;4,5;4,5;4,5;4,5;4,5;;;;;7,2;7,2;7,2;7,2;7,2;7,2;7,2;7,2;
Пыёлдино;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;19,8;19,8;19,8;19,8;19;;;;10;12,8;12,8;12,8;12,8;12,8;12,8;12,8;13,3;
Чухлэм;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;15;15;15;15;15;;;;18;19,6;19,6;19,6;19,6;19,6;19,6;19,6;19,6;
Муниципальный район Троицко-Печорский;;;;;;;;;;;;;;;;;;;
Муниципальный район Троицко-Печорский;;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;255,6;253,2;253,2;253,2;253,2;;;;155368;155,4;155,4;155,4;156,7;157;156;156;156;
Троицко-Печорск;;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;50;50;50;50;50;;;;;24,8;50;50;27,3;27,3;27,3;27,3;34,4;
Приуральский;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;11;11;11;11;11;;;;;;;;;;;;;
Знаменка;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;5,5;5,5;5,5;5,5;5,5;;;;;;;;;;;;6,4;
Комсомольск-на-Печоре;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;10;10;10;10;10;;;;;;;;;;;13;13;
Куръя;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;4;4;4;4;4;;;;2;2;2;2;2;2;2;2;2;
Митрофан-Дикост;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;12;12;12;12;12;;;;6,1;6,1;6,1;6,1;6,1;6,1;6,1;6,1;6,1;
Мылва;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;18,5;18,5;18,5;18,5;;;;;;11,7;11,7;11,7;9,4;9,4;9,4;9,6;
Нижняя Омра;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;65,2;65,2;65,2;65,2;65,2;;;;;11;11;11;11;11;11;11;12,2;
Покча;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;12,4;10;10;10;10;;;;;;;;;;;9,8;9,8;
Усть-Илыч;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;31;31;31;31;31;;;;;;;0;0;;;;16,3;
Якша;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;36;36;36;36;36;;;;;21;21;21;21;21;21;21;21;
Муниципальный район Удорский;;;;;;;;;;;;;;;;;;;
Муниципальный район Удорский;;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;105,39;114,85;114,85;117,85;117,85;;;;19;32;34,6;32,6;83,5;149,7;149,7;149,7;149,7;
Благоево;;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;5,64;5;5;5;5;;;;;;;;5,5;5,5;5,5;5,5;5,5;
Междуреченск;;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;9;9;9;9;9;;;;;9;9;9;9;9;9;9;9;
Усогорск;;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;14;14;14;14;14;;;;14;14;14;14;14;14;30,1;49,7;49,7;
Буткан;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;3;3;3;3;3;;;;;;2;;;;;2;2;
Важгорт;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;5,3;5,3;5,3;5,3;5,3;;;;;;;;8;8;8;8;8;
Вожский;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;10;10;10;10;10;;;;5;5;5,6;5,6;6,7;6,7;6,7;6,7;6,7;
Глотово;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;6,5;6,5;6,5;6,5;6,5;;;;;;;;;;;;1;
Ёдва;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;6,4;6,4;6,4;6,4;6,4;;;;;;;;;;;;;
Ёртом (до 1 января 2018г);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;4;4;4;4;4;;;;;;;;;;;;;
Кослан;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;14,2;18;18;18;18;;;;;;;;;1,6;14,9;14,9;14,9;
Большая Пучкома;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;2,6;8,9;8,9;8,9;8,9;;;;;4;4;4;4;4;4;4;4,3;
Большая Пысса;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;5;5;5;5;5;;;;;;;;;10,5;10,5;10,5;10,5;
Чернутьево;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;13,8;13,8;13,8;13,8;13,8;;;;;;;;15;15;15;15;9,2;
Чим;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;1,95;1,95;1,95;1,95;1,95;;;;;;;;1,8;1,8;1,8;1,8;1,8;
Чупрово;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;4;4;4;7;7;;;;;;;;;;;;6,5;
Муниципальный район Усть-Вымский;;;;;;;;;;;;;;;;;;;
Муниципальный район Усть-Вымский;;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;333,3;333,3;179,4;179,4;179,4;;;;148,16;148,1;148,1;148,1;160,2;160,2;160,2;160,2;160,2;
Микунь;;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;32;32;34;34;35;;;;13,1;13,1;13,1;13,1;13,1;13,1;13,1;13,1;13,1;
Жешарт;;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;37;37;48,91;48,91;47,91;;;;40;40;40;40;40;40;40;40;40;
Айкино;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;24,8;24,8;18,64;18,64;18,64;;;;;;;11,2;11,2;11,2;11,2;11,2;12,4;
Вежайка;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;8;8;7,1;7,1;7,1;;;;;;;;;;;;2,1;
Гам;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;21;21;7,33;7,33;7,33;;;;12,41;12,41;12,4;12,4;12,4;12,4;12,4;12,4;12,4;
Донаёль;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;18,6;18,6;2,95;2,95;2,95;;;;;2,9;2,9;2,9;2,9;2,9;2,9;2,9;2,9;
Илья-Шор;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;4,1;4,1;4,07;4,07;4,07;;;;;;;;;;;;;
Кожмудор;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;83,2;83,2;6,1;6,1;6,1;;;;;;;;;;6,6;6,6;9,6;
Мадмас;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
